,0,1,2,3,4,5,6,7,8,9,10,11,12,13
31,TFT7_Augment_EvokerEmblem,TFT7_Augment_PandorasBench,TFT6_Augment_ThrillOfTheHunt2,6,"['TFT7_Tristana', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Swain', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Corki', 1, 'TFT_Item_SpearOfShojin', 'TFT7_Item_EvokerEmblemItem', 'noItems']","['TFT7_Neeko', 1, 'TFT_Item_Redemption', 'noItems', 'noItems']","['TFT7_Sona', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Shyvana', 1, 'TFT_Item_Morellonomicon', 'TFT_Item_Redemption', 'TFT7_Item_DragonmancerEmblemItem']","['TFT7_TrainerDragon', 2, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,
32,TFT6_Augment_MetabolicAccelerator,TFT6_Augment_WindfallPlus,TFT6_Augment_PortableForge,2,"['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_TitanicHydra', 'TFT_Item_IonicSpark', 'TFT_Item_RedBuff']","['TFT7_DragonPurple', 2, 'TFT_Item_Bloodthirster', 'TFT4_Item_OrnnDeathsDefiance', 'TFT_Item_GuinsoosRageblade']","['TFT7_Sona', 2, 'TFT_Item_JeweledGauntlet', 'noItems', 'noItems']","['TFT7_Zoe', 2, 'TFT_Item_LocketOfTheIronSolari', 'noItems', 'noItems']","['TFT7_Yasuo', 2, 'TFT_Item_SeraphsEmbrace', 'TFT_Item_UnstableConcoction', 'TFT_Item_Redemption']","['TFT7_Bard', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_StatikkShiv', 'TFT_Item_GuinsoosRageblade']","['TFT7_TrainerDragon', 2, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",
33,TFT6_Augment_Electrocharge2,TFT6_Augment_SecondWind1,TFT6_Augment_CelestialBlessing2,7,"['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_TahmKench', 2, 'TFT_Item_TitanicHydra', 'noItems', 'noItems']","['TFT7_Jinx', 2, 'TFT_Item_StatikkShiv', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_DragonsClaw', 'TFT_Item_RedBuff', 'TFT_Item_GargoyleStoneplate']","['TFT7_Corki', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_HextechGunblade', 'TFT_Item_Deathblade']","['TFT7_Sona', 2, 'noItems', 'noItems', 'noItems']","['TFT7_TrainerDragon', 3, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",
34,TFT7_Augment_DragonmancerInspire,TFT7_Augment_Preparation,TFT6_Augment_CelestialBlessing2,3,"['TFT7_Sejuani', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Nunu', 2, 'TFT_Item_ChainVest', 'noItems', 'noItems']","['TFT7_LeeSin', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_PowerGauntlet', 'TFT_Item_Shroud']","['TFT7_Swain', 2, 'TFT7_Item_CavalierEmblemItem', 'noItems', 'noItems']","['TFT7_Volibear', 3, 'TFT_Item_Quicksilver', 'TFT_Item_Bloodthirster', 'TFT_Item_GuinsoosRageblade']","['TFT7_Anivia', 2, 'TFT_Item_StatikkShiv', 'TFT_Item_SpearOfShojin', 'TFT_Item_ArchangelsStaff']","['TFT7_Hecarim', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ornn', 1, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_WarmogsArmor', 'TFT_Item_Redemption']",,
35,TFT7_Augment_MageTrait,TFT6_Augment_TradeSectorPlus,TFT6_Augment_BlueBattery2,8,"['TFT7_Vladimir', 3, 'TFT_Item_UnstableConcoction', 'TFT_Item_ArchangelsStaff', 'noItems']","['TFT7_Skarner', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Nidalee', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Nami', 3, 'TFT_Item_PowerGauntlet', 'noItems', 'noItems']","['TFT7_Lulu', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Varus', 3, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Deathblade', 'TFT_Item_UnstableConcoction']","['TFT7_Illaoi', 3, 'TFT_Item_RedBuff', 'TFT_Item_FrozenHeart', 'noItems']",,,
36,TFT6_Augment_Electrocharge2,TFT6_Augment_ItemGrabBag1,TFT7_Augment_CannoneerRicochet,7,"['TFT7_Heimerdinger', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'TFT_Item_RunaansHurricane', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_WarmogsArmor', 'TFT_Item_BrambleVest', 'TFT_Item_DragonsClaw']","['TFT7_Corki', 1, 'TFT_Item_SpearOfShojin', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_GuinsoosRageblade']","['TFT7_DragonPurple', 2, 'TFT_Item_ArchangelsStaff', 'TFT_Item_InfinityEdge', 'TFT_Item_IonicSpark']","['TFT7_Sona', 1, 'noItems', 'noItems', 'noItems']","['TFT7_TrainerDragon', 3, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,
37,TFT6_Augment_JeweledLotus,TFT6_Augment_MaxLevel10,TFT6_Augment_SunfireBoard,3,"['TFT7_Gnar', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Anivia', 2, 'TFT_Item_InfinityEdge', 'TFT_Item_SpearOfShojin', 'TFT_Item_ArchangelsStaff']","['TFT7_Neeko', 2, 'TFT_Item_InfinityEdge', 'TFT_Item_DragonsClaw', 'TFT_Item_Redemption']","['TFT7_DragonGreen', 2, 'TFT_Item_TitansResolve', 'TFT_Item_InfinityEdge', 'TFT_Item_Bloodthirster']","['TFT7_Yasuo', 1, 'TFT_Item_InfinityEdge', 'TFT_Item_RecurveBow', 'noItems']","['TFT7_Bard', 1, 'TFT_Item_InfinityEdge', 'TFT_Item_LocketOfTheIronSolari', 'TFT7_Item_SwiftshotEmblemItem']","['TFT7_Soraka', 1, 'noItems', 'noItems', 'noItems']",,
38,TFT6_Augment_MetabolicAccelerator,TFT6_Augment_CelestialBlessing2,TFT6_Augment_MaxLevel10,1,"['TFT7_Vladimir', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Nami', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_RedBuff', 'TFT_Item_TitansResolve', 'TFT_Item_Redemption']","['TFT7_Illaoi', 2, 'TFT_Item_FrozenHeart', 'TFT_Item_RedBuff', 'TFT_Item_TitansResolve']","['TFT7_Zoe', 2, 'TFT_Item_StatikkShiv', 'TFT_Item_SparringGloves', 'TFT_Item_ArchangelsStaff']","['TFT7_Bard', 2, 'noItems', 'noItems', 'noItems']","['TFT7_AurelionSol', 2, 'TFT_Item_ArchangelsStaff', 'TFT_Item_JeweledGauntlet', 'TFT_Item_ArchangelsStaff']","['TFT7_TrainerDragon', 4, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']"
39,TFT7_Augment_MageEmblem,TFT6_Augment_TinyTitans,TFT6_Augment_PortableForge,7,"['TFT7_Heimerdinger', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Ryze', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_RedBuff', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_IonicSpark']","['TFT7_Ornn', 1, 'TFT_Item_TitansResolve', 'TFT_Item_RapidFireCannon', 'noItems']","['TFT7_AoShin', 1, 'TFT_Item_ArchangelsStaff', 'TFT4_Item_OrnnZhonyasParadox', 'TFT_Item_UnstableConcoction']","['TFT7_TrainerDragon', 3, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,,
40,TFT6_Augment_ThrillOfTheHunt2,TFT6_Augment_SecondWind1,TFT6_Augment_Ascension,3,"['TFT7_Taric', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Gnar', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Thresh', 2, 'TFT_Item_NeedlesslyLargeRod', 'TFT_Item_JeweledGauntlet', 'noItems']","['TFT7_Elise', 3, 'TFT_Item_Bloodthirster', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Quicksilver']","['TFT7_Sylas', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Neeko', 2, 'TFT_Item_WarmogsArmor', 'TFT_Item_RedBuff', 'TFT_Item_TitanicHydra']","['TFT7_DragonPurple', 2, 'TFT_Item_ZekesHerald', 'TFT_Item_ZekesHerald', 'TFT_Item_WarmogsArmor']",,,
41,TFT6_Augment_ClearMind,TFT6_Augment_Weakspot,TFT6_Augment_PortableForge,1,"['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_WarmogsArmor', 'TFT4_Item_OrnnRocketPropelledFist', 'TFT_Item_GargoyleStoneplate']","['TFT7_Ornn', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Zoe', 2, 'TFT_Item_SpearOfShojin', 'TFT_Item_StatikkShiv', 'TFT_Item_Bloodthirster']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']","['TFT7_AoShin', 2, 'TFT_Item_JeweledGauntlet', 'TFT_Item_SpearOfShojin', 'TFT_Item_Morellonomicon']","['TFT7_TrainerDragon', 4, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",
42,TFT6_Augment_CelestialBlessing1,TFT6_Augment_Ascension,TFT6_Augment_TomeOfTraits1,1,"['TFT7_Sejuani', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Yone', 2, 'TFT_Item_RapidFireCannon', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_UnstableConcoction']","['TFT7_Nunu', 2, 'TFT_Item_BrambleVest', 'TFT_Item_RedBuff', 'TFT_Item_IonicSpark']","['TFT7_Hecarim', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_LocketOfTheIronSolari', 'TFT_Item_GargoyleStoneplate']","['TFT7_DragonBlue', 2, 'TFT_Item_ArchangelsStaff', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Quicksilver']","['TFT7_Yasuo', 2, 'TFT7_Item_CavalierEmblemItem', 'TFT_Item_GuardianAngel', 'TFT_Item_MadredsBloodrazor']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Soraka', 1, 'noItems', 'noItems', 'noItems']",,
43,TFT7_Augment_WarriorTrait,TFT7_Augment_MirageEmblem,TFT6_Augment_Diversify2,1,"['TFT7_Leona', 2, 'TFT_Item_TitanicHydra', 'noItems', 'noItems']","['TFT7_Braum', 2, 'TFT7_Item_MirageEmblemItem', 'TFT_Item_WarmogsArmor', 'TFT_Item_TitanicHydra']","['TFT7_Nunu', 2, 'TFT_Item_FrozenHeart', 'TFT_Item_RedBuff', 'TFT_Item_Zephyr']","['TFT7_Lulu', 1, 'noItems', 'noItems', 'noItems']","['TFT7_DragonBlue', 2, 'TFT_Item_MadredsBloodrazor', 'TFT_Item_HextechGunblade', 'TFT_Item_GuinsoosRageblade']","['TFT7_Yasuo', 1, 'TFT_Item_ThiefsGloves', 'noItems', 'noItems']","['TFT7_Bard', 2, 'TFT_Item_Chalice', 'TFT7_Item_MirageEmblemItem', 'noItems']","['TFT7_Soraka', 2, 'TFT_Item_LastWhisper', 'TFT_Item_GuardianAngel', 'noItems']",,
44,TFT6_Augment_ThrillOfTheHunt1,TFT6_Augment_ItemGrabBag1,TFT6_Augment_CyberneticUplink2,8,"['TFT7_Karma', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Taric', 2, 'TFT_Item_FrozenHeart', 'noItems', 'noItems']","['TFT7_Gnar', 2, 'TFT_Item_SparringGloves', 'noItems', 'noItems']","['TFT7_Ashe', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Anivia', 1, 'TFT_Item_Morellonomicon', 'TFT_Item_LocketOfTheIronSolari', 'TFT_Item_RabadonsDeathcap']","['TFT7_Neeko', 1, 'noItems', 'noItems', 'noItems']","['TFT7_DragonGreen', 1, 'TFT_Item_InfinityEdge', 'TFT_Item_Bloodthirster', 'TFT_Item_MadredsBloodrazor']",,,
45,TFT6_Augment_ItemGrabBag1,TFT6_Augment_Ascension,TFT7_Augment_ThinkFast,2,"['TFT7_Heimerdinger', 2, 'TFT_Item_Shroud', 'noItems', 'noItems']","['TFT7_Jinx', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'TFT_Item_ForceOfNature', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_FrozenHeart', 'noItems']","['TFT7_Corki', 2, 'noItems', 'noItems', 'noItems']","['TFT7_DragonPurple', 2, 'TFT_Item_Quicksilver', 'TFT_Item_Bloodthirster', 'TFT_Item_GuardianAngel']","['TFT7_Sona', 2, 'TFT_Item_Morellonomicon', 'noItems', 'noItems']","['TFT7_Zoe', 2, 'TFT_Item_SpearOfShojin', 'TFT_Item_GuinsoosRageblade', 'noItems']","['TFT7_TrainerDragon', 4, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']"
46,TFT6_Augment_SecondWind1,TFT7_Augment_UrfsGrabBag1,TFT6_Augment_CyberneticImplants2,5,"['TFT7_Sejuani', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Qiyana', 2, 'TFT_Item_ForceOfNature', 'noItems', 'noItems']","['TFT7_Shen', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Twitch', 1, 'TFT_Item_Chalice', 'noItems', 'noItems']","['TFT7_Hecarim', 2, 'TFT_Item_RedBuff', 'TFT_Item_LocketOfTheIronSolari', 'TFT_Item_GiantsBelt']","['TFT7_Talon', 2, 'TFT_Item_FrozenHeart', 'TFT_Item_GuardianAngel', 'noItems']","['TFT7_Xayah', 1, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_Quicksilver']","['TFT7_Ornn', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Bard', 1, 'TFT7_Item_BruiserEmblemItem', 'noItems', 'noItems']",
47,TFT7_Augment_MikaelsGift,TFT7_Augment_FirstAidKit2,TFT6_Augment_TomeOfTraits1,5,"['TFT7_Sejuani', 1, 'noItems', 'noItems', 'noItems']","['TFT7_TahmKench', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Nunu', 2, 'TFT_Item_LocketOfTheIronSolari', 'TFT_Item_LocketOfTheIronSolari', 'TFT_Item_PowerGauntlet']","['TFT7_Hecarim', 2, 'TFT_Item_Zephyr', 'noItems', 'noItems']","['TFT7_Corki', 1, 'noItems', 'noItems', 'noItems']","['TFT7_DragonBlue', 2, 'TFT7_Item_RevelEmblemItem', 'TFT_Item_RapidFireCannon', 'TFT_Item_GuardianAngel']","['TFT7_Sona', 2, 'TFT_Item_Chalice', 'TFT_Item_GuardianAngel', 'TFT_Item_ZekesHerald']",,,
48,TFT7_Augment_TomeOfTraits2,TFT7_Augment_ShimmerscaleTrait2,TFT6_Augment_TomeOfTraits1,8,"['TFT7_Sett', 2, 'TFT7_Item_ShimmerscaleEmblemItem', 'noItems', 'noItems']","['TFT7_Aatrox', 2, 'TFT7_Item_CavalierEmblemItem', 'noItems', 'noItems']","['TFT7_Thresh', 1, 'TFT7_Item_ShimmerscaleHeartOfGold', 'noItems', 'noItems']","['TFT7_Kayn', 1, 'TFT_Item_RedBuff', 'noItems', 'noItems']","['TFT7_Swain', 2, 'TFT_Item_GuinsoosRageblade', 'TFT7_Item_ShimmerscaleDravensAxe', 'TFT7_Item_ShimmerscaleGoldmancersStaff']","['TFT7_Volibear', 2, 'TFT_Item_TitansResolve', 'TFT7_Item_ShimmerscaleGamblersBlade', 'noItems']","['TFT7_DragonGold', 1, 'TFT_Item_GargoyleStoneplate', 'TFT7_Item_CavalierEmblemItem', 'noItems']",,,
49,TFT6_Augment_ClearMind,TFT6_Augment_Weakspot,TFT6_Augment_ThrillOfTheHunt2,6,"['TFT7_Heimerdinger', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Corki', 1, 'TFT_Item_HextechGunblade', 'TFT_Item_RabadonsDeathcap', 'TFT_Item_StatikkShiv']","['TFT7_DragonPurple', 1, 'TFT_Item_Bloodthirster', 'TFT_Item_FrozenHeart', 'noItems']","['TFT7_Zoe', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Yasuo', 1, 'TFT_Item_WarmogsArmor', 'noItems', 'noItems']","['TFT7_TrainerDragon', 2, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,
50,TFT6_Augment_Meditation1,TFT6_Augment_ItemGrabBag1,TFT6_Augment_ThrillOfTheHunt2,5,"['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Jinx', 2, 'TFT_Item_HextechGunblade', 'TFT_Item_Shroud', 'noItems']","['TFT7_Tristana', 2, 'TFT7_Item_RevelEmblemItem', 'noItems', 'noItems']","['TFT7_Lulu', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Illaoi', 2, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_BrambleVest', 'noItems']","['TFT7_Corki', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_InfinityEdge', 'TFT_Item_UnstableConcoction']","['TFT7_Ornn', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sona', 2, 'TFT_Item_SpearOfShojin', 'noItems', 'noItems']","['TFT7_TrainerDragon', 2, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",
51,TFT6_Augment_Electrocharge1,TFT7_Augment_SwiftshotPressTheAttack,TFT7_Augment_GadgetExpert,7,"['TFT7_Ezreal', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Nami', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Qiyana', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Twitch', 2, 'TFT_Item_StatikkShiv', 'noItems', 'noItems']","['TFT7_Varus', 3, 'TFT_Item_RunaansHurricane', 'TFT_Item_MadredsBloodrazor', 'noItems']","['TFT7_Illaoi', 3, 'TFT_Item_GargoyleStoneplate', 'noItems', 'noItems']","['TFT7_Talon', 1, 'TFT_Item_InfinityEdge', 'TFT_Item_MadredsBloodrazor', 'noItems']","['TFT7_Ornn', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Zoe', 1, 'noItems', 'noItems', 'noItems']",
52,TFT7_Augment_TomeOfTraits2,TFT6_Augment_Meditation1,TFT7_Augment_JadeTrait,3,"['TFT7_Taric', 2, 'TFT7_Item_MysticEmblemItem', 'noItems', 'noItems']","['TFT7_Gnar', 2, 'TFT7_Item_MysticEmblemItem', 'noItems', 'noItems']","['TFT7_Lulu', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Anivia', 2, 'TFT_Item_RabadonsDeathcap', 'TFT_Item_SeraphsEmbrace', 'TFT_Item_JeweledGauntlet']","['TFT7_Neeko', 2, 'TFT_Item_WarmogsArmor', 'TFT_Item_WarmogsArmor', 'TFT_Item_BrambleVest']","['TFT7_DragonGreen', 2, 'TFT_Item_MadredsBloodrazor', 'TFT_Item_TitansResolve', 'TFT_Item_Bloodthirster']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Soraka', 2, 'noItems', 'noItems', 'noItems']",,
53,TFT6_Augment_TradeSector,TFT6_Augment_MaxLevel10,TFT7_Augment_BestFriends2,2,"['TFT7_Sett', 3, 'TFT_Item_Quicksilver', 'TFT_Item_TitansResolve', 'TFT_Item_GuinsoosRageblade']","['TFT7_Kayn', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Shen', 2, 'TFT_Item_ZekesHerald', 'TFT_Item_ZekesHerald', 'noItems']","['TFT7_Swain', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Hecarim', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Xayah', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ornn', 2, 'TFT7_Item_DragonmancerEmblemItem', 'TFT_Item_Shroud', 'TFT_Item_Quicksilver']","['TFT7_Shyvana', 2, 'TFT_Item_HextechGunblade', 'TFT_Item_Redemption', 'TFT_Item_GuinsoosRageblade']",,
54,TFT7_Augment_UrfsGrabBag2,TFT6_Augment_CelestialBlessing2,TFT7_Augment_JadePenitence,5,"['TFT7_Taric', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Gnar', 2, 'TFT_Item_ChainVest', 'noItems', 'noItems']","['TFT7_Ashe', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Anivia', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_JeweledGauntlet', 'TFT_Item_SeraphsEmbrace']","['TFT7_Neeko', 2, 'TFT7_Item_GuardianEmblemItem', 'TFT_Item_IonicSpark', 'TFT_Item_BrambleVest']","['TFT7_DragonGreen', 2, 'TFT_Item_TitansResolve', 'TFT_Item_TitansResolve', 'TFT_Item_Bloodthirster']","['TFT7_Soraka', 1, 'TFT_Item_ThiefsGloves', 'TFT_Item_Redemption', 'TFT_Item_FrozenHeart']",,,
55,TFT6_Augment_SecondWind1,TFT6_Augment_SunfireBoard,TFT7_Augment_PandorasBench,3,"['TFT7_Leona', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Taric', 2, 'TFT7_Item_MirageEmblemItem', 'TFT_Item_Redemption', 'noItems']","['TFT7_Yone', 2, 'TFT_Item_Deathblade', 'noItems', 'noItems']","['TFT7_Nunu', 2, 'TFT_Item_Zephyr', 'noItems', 'noItems']","['TFT7_DragonBlue', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Quicksilver', 'TFT_Item_ArchangelsStaff']","['TFT7_Yasuo', 1, 'TFT7_Item_AssassinEmblemItem', 'TFT_Item_Deathblade', 'TFT_Item_InfinityEdge']","['TFT7_Pyke', 1, 'TFT_Item_Shroud', 'noItems', 'noItems']",,,
56,TFT7_Augment_RevelEmblem2,TFT6_Augment_CelestialBlessing1,TFT6_Augment_PortableForge,4,"['TFT7_TahmKench', 2, 'TFT4_Item_OrnnAnimaVisage', 'TFT_Item_RedBuff', 'TFT_Item_GargoyleStoneplate']","['TFT7_Jinx', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Corki', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Quicksilver', 'noItems']","['TFT7_Ornn', 1, 'TFT_Item_ThiefsGloves', 'TFT_Item_Bloodthirster', 'TFT_Item_UnstableConcoction']","['TFT7_DragonBlue', 2, 'TFT_Item_GuinsoosRageblade', 'TFT7_Item_RevelEmblemItem', 'TFT_Item_StatikkShiv']","['TFT7_Sona', 1, 'TFT_Item_RecurveBow', 'noItems', 'noItems']",,,
57,TFT6_Augment_CelestialBlessing2,TFT7_Augment_CannoneerTrait,TFT6_Augment_CelestialBlessing1,7,"['TFT7_Jinx', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'TFT_Item_InfinityEdge', 'TFT_Item_LastWhisper', 'TFT7_Item_ShimmerscaleGamblersBlade']","['TFT7_Braum', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Corki', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Sona', 2, 'TFT_Item_HextechGunblade', 'TFT_Item_Quicksilver', 'noItems']","['TFT7_DragonGold', 2, 'TFT_Item_BrambleVest', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_GargoyleStoneplate']",,,,
58,TFT6_Augment_Weakspot,TFT7_Augment_ShapeshifterTrait,TFT6_Augment_PortableForge,3,"['TFT7_Twitch', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Swain', 2, 'TFT_Item_ArchangelsStaff', 'TFT_Item_GuardianAngel', 'TFT_Item_MadredsBloodrazor']","['TFT7_Hecarim', 2, 'TFT4_Item_OrnnAnimaVisage', 'TFT_Item_Morellonomicon', 'TFT_Item_IonicSpark']","['TFT7_Neeko', 1, 'TFT_Item_ThiefsGloves', 'TFT_Item_WarmogsArmor', 'TFT_Item_TitanicHydra']","['TFT7_Xayah', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Yasuo', 1, 'TFT_Item_Bloodthirster', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_GuinsoosRageblade']","['TFT7_Shyvana', 1, 'TFT_Item_RabadonsDeathcap', 'TFT7_Item_DragonmancerEmblemItem', 'TFT_Item_WarmogsArmor']",,,
59,TFT6_Augment_Electrocharge2,TFT6_Augment_ThrillOfTheHunt1,TFT6_Augment_SalvageBin,3,"['TFT7_Karma', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Gnar', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Swain', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Hecarim', 2, 'TFT_Item_WarmogsArmor', 'TFT_Item_DragonsClaw', 'noItems']","['TFT7_Neeko', 2, 'TFT_Item_IonicSpark', 'TFT_Item_RedBuff', 'TFT_Item_WarmogsArmor']","['TFT7_Xayah', 2, 'TFT_Item_MadredsBloodrazor', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_UnstableConcoction']","['TFT7_Shyvana', 2, 'TFT_Item_ArchangelsStaff', 'TFT_Item_Bloodthirster', 'TFT_Item_DragonsClaw']",,,
60,TFT6_Augment_TriForce2,TFT6_Augment_PandorasItems,TFT7_Augment_ShapeshifterBeastsDen,6,"['TFT7_Gnar', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Volibear', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Quicksilver', 'TFT_Item_Bloodthirster']","['TFT7_Anivia', 3, 'TFT_Item_SpearOfShojin', 'TFT_Item_RabadonsDeathcap', 'TFT_Item_ArchangelsStaff']","['TFT7_Neeko', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ornn', 2, 'TFT_Item_InfinityEdge', 'TFT_Item_Quicksilver', 'noItems']","['TFT7_DragonGreen', 2, 'TFT_Item_BrambleVest', 'TFT_Item_DragonsClaw', 'TFT_Item_BrambleVest']",,,,
61,TFT6_Augment_SunfireBoard,TFT6_Augment_Electrocharge1,TFT6_Augment_SalvageBin,4,"['TFT7_Karma', 1, 'TFT7_Item_TempestEmblemItem', 'noItems', 'noItems']","['TFT7_Nami', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Ashe', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Volibear', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Bloodthirster', 'TFT_Item_Quicksilver']","['TFT7_Anivia', 2, 'TFT_Item_ArchangelsStaff', 'TFT_Item_JeweledGauntlet', 'TFT_Item_UnstableConcoction']","['TFT7_Ornn', 1, 'TFT_Item_RedBuff', 'TFT_Item_TitansResolve', 'noItems']","['TFT7_DragonGreen', 1, 'TFT_Item_WarmogsArmor', 'noItems', 'noItems']",,,
