,0,1,2,3,4,5,6,7,8,9,10,11,12,13
104,TFT6_Augment_Meditation1,TFT6_Augment_CelestialBlessing1,TFT6_Augment_JeweledLotus,3,"['TFT7_Sett', 2, 'TFT_Item_NeedlesslyLargeRod', 'noItems', 'noItems']","['TFT7_Karma', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ashe', 3, 'TFT_Item_StatikkShiv', 'noItems', 'noItems']","['TFT7_LeeSin', 3, 'TFT_Item_HextechGunblade', 'noItems', 'noItems']","['TFT7_Volibear', 3, 'TFT_Item_Quicksilver', 'TFT_Item_Bloodthirster', 'TFT_Item_GuinsoosRageblade']","['TFT7_Anivia', 3, 'TFT_Item_ArchangelsStaff', 'TFT_Item_HextechGunblade', 'TFT_Item_FrozenHeart']","['TFT7_Ornn', 2, 'TFT_Item_Shroud', 'TFT_Item_DragonsClaw', 'TFT_Item_RedBuff']","['TFT7_Yasuo', 1, 'TFT_Item_ThiefsGloves', 'TFT_Item_RabadonsDeathcap', 'TFT_Item_HextechGunblade']",,
105,TFT7_Augment_ScalescornTrait,TFT6_Augment_Recombobulator,TFT6_Augment_ThrillOfTheHunt2,1,"['TFT7_Kayn', 2, 'TFT_Item_FrozenHeart', 'TFT_Item_GargoyleStoneplate', 'noItems']","['TFT7_Qiyana', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lillia', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Olaf', 3, 'TFT_Item_InfinityEdge', 'TFT_Item_RapidFireCannon', 'TFT7_Item_AssassinEmblemItem']","['TFT7_Sylas', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Diana', 2, 'TFT_Item_FrozenHeart', 'TFT_Item_IonicSpark', 'TFT_Item_HextechGunblade']","['TFT7_Talon', 2, 'TFT_Item_UnstableConcoction', 'TFT_Item_Deathblade', 'TFT_Item_RapidFireCannon']","['TFT7_Pyke', 2, 'TFT_Item_ThiefsGloves', 'noItems', 'noItems']",,
106,TFT7_Augment_RagewingScorch,TFT6_Augment_CelestialBlessing2,TFT6_Augment_JeweledLotus,4,"['TFT7_Elise', 1, 'TFT_Item_StatikkShiv', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Talon', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Neeko', 2, 'TFT_Item_RedBuff', 'TFT_Item_ChainVest', 'noItems']","['TFT7_DragonPurple', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_TitansResolve', 'TFT_Item_Bloodthirster']","['TFT7_Pyke', 1, 'TFT_Item_JeweledGauntlet', 'TFT_Item_ArchangelsStaff', 'TFT_Item_Bloodthirster']",,,,
107,TFT6_Augment_CyberneticUplink1,TFT7_Augment_LategameSpecialist,TFT7_Augment_FirstAidKit2,1,"['TFT7_Gnar', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Neeko', 2, 'TFT_Item_WarmogsArmor', 'TFT_Item_WarmogsArmor', 'TFT_Item_WarmogsArmor']","['TFT7_DragonGreen', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Bloodthirster', 'TFT_Item_TitansResolve']","['TFT7_Yasuo', 2, 'TFT_Item_LocketOfTheIronSolari', 'TFT_Item_ZekesHerald', 'TFT_Item_SeraphsEmbrace']","['TFT7_Bard', 2, 'TFT_Item_StatikkShiv', 'TFT_Item_Zephyr', 'noItems']","['TFT7_Pyke', 2, 'TFT_Item_ArchangelsStaff', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_Morellonomicon']","['TFT7_Soraka', 2, 'noItems', 'noItems', 'noItems']",,
108,TFT6_Augment_ThrillOfTheHunt2,TFT6_Augment_HighEndShopping,TFT6_Augment_CyberneticImplants2,8,"['TFT7_Vladimir', 3, 'TFT_Item_DragonsClaw', 'noItems', 'noItems']","['TFT7_Nami', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Lillia', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ryze', 1, 'noItems', 'noItems', 'noItems']","['TFT7_AoShin', 1, 'TFT7_Item_MageEmblemItem', 'TFT7_Item_GuildEmblemItem', 'TFT_Item_SpearOfShojin']","['TFT7_Soraka', 1, 'TFT_Item_ArchangelsStaff', 'noItems', 'noItems']",,,,
109,TFT7_Augment_CannoneerTrait,TFT7_Augment_BestFriends1,TFT6_Augment_Diversify2,2,"['TFT7_TahmKench', 3, 'TFT_Item_WarmogsArmor', 'TFT_Item_Redemption', 'TFT_Item_NegatronCloak']","['TFT7_Jinx', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Corki', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_SpearOfShojin']","['TFT7_Ornn', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sona', 2, 'TFT_Item_SpearOfShojin', 'TFT_Item_JeweledGauntlet', 'TFT_Item_Quicksilver']","['TFT7_Bard', 2, 'noItems', 'noItems', 'noItems']","['TFT7_TrainerDragon', 3, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",
110,TFT7_Augment_AxiomArc1,TFT6_Augment_RadiantRelics,TFT7_Augment_ThinkFast,5,"['TFT7_Thresh', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Thresh', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Braum', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Elise', 3, 'TFT_Item_TitansResolve', 'TFT_Item_Bloodthirster', 'TFT_Item_GuinsoosRageblade']","['TFT7_Sylas', 3, 'TFT_Item_InfinityEdge', 'TFT_Item_Morellonomicon', 'noItems']","['TFT7_Neeko', 2, 'TFT_Item_IonicSpark', 'noItems', 'noItems']","['TFT7_DragonPurple', 2, 'TFT5_Item_BloodthirsterRadiant', 'TFT_Item_Quicksilver', 'TFT_Item_TitansResolve']",,,
111,TFT7_Augment_ShimmerscaleTrait,TFT6_Augment_PandorasItems,TFT6_Augment_ItemGrabBag1,8,"['TFT7_Sett', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Aatrox', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Elise', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Ornn', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Yasuo', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']","['TFT7_AurelionSol', 1, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_ArchangelsStaff', 'TFT_Item_HextechGunblade']",,,
112,TFT7_Augment_AxiomArc1,TFT7_Augment_GuildGearUpgrades,TFT6_Augment_ComponentGrabBag,8,"['TFT7_Sejuani', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lillia', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Twitch', 2, 'TFT_Item_RunaansHurricane', 'TFT_Item_UnstableConcoction', 'TFT_Item_Deathblade']","['TFT7_Ryze', 2, 'TFT_Item_MadredsBloodrazor', 'TFT_Item_JeweledGauntlet', 'TFT_Item_UnstableConcoction']","['TFT7_Sylas', 2, 'TFT_Item_SparringGloves', 'noItems', 'noItems']","['TFT7_Talon', 1, 'TFT_Item_GuardianAngel', 'noItems', 'noItems']","['TFT7_Bard', 1, 'TFT_Item_Shroud', 'noItems', 'noItems']",,,
113,TFT6_Augment_TomeOfTraits1,TFT6_Augment_Weakspot,TFT6_Augment_ComponentGrabBag,4,"['TFT7_Senna', 2, 'noItems', 'noItems', 'noItems']","['TFT7_TahmKench', 2, 'TFT_Item_RedBuff', 'TFT_Item_WarmogsArmor', 'noItems']","['TFT7_Jinx', 2, 'TFT_Item_StatikkShiv', 'TFT_Item_InfinityEdge', 'noItems']","['TFT7_Tristana', 2, 'TFT_Item_StatikkShiv', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Corki', 2, 'TFT_Item_InfinityEdge', 'TFT_Item_Bloodthirster', 'TFT_Item_GuinsoosRageblade']","['TFT7_Ornn', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_TitansResolve', 'TFT_Item_ArchangelsStaff']","['TFT7_Sona', 2, 'TFT7_Item_CannoneerEmblemItem', 'TFT_Item_SpearOfShojin', 'TFT_Item_RecurveBow']","['TFT7_TrainerDragon', 3, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",
114,TFT7_Augment_UrfsGrabBag1,TFT6_Augment_JeweledLotus,TFT7_Augment_CavalierDevastatingCharge,6,"['TFT7_Sejuani', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Yone', 2, 'TFT7_Item_CavalierEmblemItem', 'noItems', 'noItems']","['TFT7_Lillia', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Nunu', 2, 'TFT_Item_Redemption', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_Redemption']","['TFT7_Hecarim', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Hecarim', 1, 'noItems', 'noItems', 'noItems']","['TFT7_DragonBlue', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_Deathblade']",,,
115,TFT6_Augment_CelestialBlessing2,TFT6_Augment_SecondWind1,TFT7_Augment_ShapeshifterBeastsDen,6,"['TFT7_Ashe', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Hecarim', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Neeko', 2, 'TFT_Item_BrambleVest', 'TFT_Item_WarmogsArmor', 'TFT_Item_IonicSpark']","['TFT7_Xayah', 1, 'TFT_Item_MadredsBloodrazor', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Quicksilver']","['TFT7_DragonGreen', 2, 'TFT_Item_FrozenHeart', 'TFT_Item_HextechGunblade', 'noItems']","['TFT7_Yasuo', 1, 'TFT_Item_BFSword', 'noItems', 'noItems']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']",,,
116,TFT6_Augment_CyberneticUplink1,TFT6_Augment_FirstAidKit,TFT7_Augment_UrfsGrabBag1,6,"['TFT7_Vladimir', 2, 'TFT_Item_ForceOfNature', 'noItems', 'noItems']","['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Nami', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ryze', 1, 'TFT_Item_SpearOfShojin', 'TFT_Item_StatikkShiv', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_IonicSpark', 'noItems', 'noItems']","['TFT7_Illaoi', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_RapidFireCannon']","['TFT7_AurelionSol', 1, 'TFT7_Item_MageEmblemItem', 'TFT_Item_SpearOfShojin', 'TFT_Item_HextechGunblade']","['TFT7_TrainerDragon', 3, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",
117,TFT6_Augment_TrueTwos,TFT6_Augment_JeweledLotus,TFT6_Augment_ComponentGrabBag,8,"['TFT7_Taric', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Gnar', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Elise', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Bloodthirster', 'TFT_Item_Quicksilver']","['TFT7_Sylas', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Neeko', 2, 'TFT_Item_RedBuff', 'TFT_Item_FrozenHeart', 'TFT_Item_SpearOfShojin']","['TFT7_DragonPurple', 1, 'TFT_Item_Deathblade', 'TFT_Item_GuardianAngel', 'noItems']","['TFT7_Pyke', 1, 'TFT_Item_ThiefsGloves', 'TFT_Item_Morellonomicon', 'TFT_Item_IonicSpark']",,,
118,TFT6_Augment_ClearMind,TFT7_Augment_UrfsGrabBag1,TFT7_Augment_DragonAlliance,4,"['TFT7_DragonPurple', 2, 'TFT_Item_GuinsoosRageblade', 'TFT7_Item_ShimmerscaleGamblersBlade', 'TFT_Item_Quicksilver']","['TFT7_DragonGreen', 2, 'TFT_Item_RedBuff', 'TFT_Item_Redemption', 'TFT_Item_DragonsClaw']","['TFT7_DragonGold', 2, 'noItems', 'noItems', 'noItems']","['TFT7_AoShin', 1, 'TFT_Item_SpearOfShojin', 'TFT_Item_StatikkShiv', 'noItems']","['TFT7_AurelionSol', 1, 'TFT_Item_ZekesHerald', 'TFT_Item_PowerGauntlet', 'noItems']",,,,,
119,TFT7_Augment_BruiserEmblem,TFT6_Augment_ThrillOfTheHunt1,TFT7_Augment_UrfsGrabBag1,4,"['TFT7_Vladimir', 2, 'TFT7_Item_BruiserEmblemItem', 'noItems', 'noItems']","['TFT7_Skarner', 3, 'TFT_Item_NegatronCloak', 'TFT_Item_LastWhisper', 'noItems']","['TFT7_Nami', 3, 'TFT_Item_Chalice', 'TFT_Item_Quicksilver', 'TFT_Item_Chalice']","['TFT7_Thresh', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Ryze', 2, 'TFT_Item_UnstableConcoction', 'TFT_Item_SpearOfShojin', 'TFT_Item_HextechGunblade']","['TFT7_Sylas', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Illaoi', 3, 'TFT_Item_FrozenHeart', 'TFT7_Item_MageEmblemItem', 'TFT_Item_RedBuff']",,
120,TFT6_Augment_Ascension,TFT7_Augment_MageTrait,TFT6_Augment_SecondWind2,7,"['TFT7_Nami', 2, 'TFT_Item_Chalice', 'TFT_Item_Chalice', 'noItems']","['TFT7_Kayn', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ryze', 2, 'TFT_Item_SpearOfShojin', 'TFT_Item_ArchangelsStaff', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_TitansResolve', 'noItems', 'noItems']","['TFT7_Ornn', 2, 'noItems', 'noItems', 'noItems']","['TFT7_DragonGold', 2, 'TFT7_Item_ShimmerscaleHeartOfGold', 'TFT_Item_RedBuff', 'TFT7_Item_ShimmerscaleMogulsMail']","['TFT7_Zoe', 1, 'TFT_Item_Morellonomicon', 'noItems', 'noItems']",,,
121,TFT7_Augment_Preparation,TFT6_Augment_SecondWind1,TFT6_Augment_SunfireBoard,1,"['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ryze', 2, 'TFT7_Item_MysticEmblemItem', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_WarmogsArmor', 'noItems', 'noItems']","['TFT7_Ornn', 2, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_WarmogsArmor', 'TFT_Item_DragonsClaw']","['TFT7_Zoe', 1, 'TFT_Item_SparringGloves', 'TFT_Item_Chalice', 'noItems']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']","['TFT7_AoShin', 2, 'TFT_Item_SpearOfShojin', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_ArchangelsStaff']","['TFT7_Soraka', 1, 'noItems', 'noItems', 'noItems']",,
122,TFT7_Augment_UrfsGrabBag2,TFT7_Augment_ShimmerscaleEmblem,TFT6_Augment_CelestialBlessing3,2,"['TFT7_Aatrox', 2, 'TFT_Item_BrambleVest', 'TFT7_Item_GuardianEmblemItem', 'noItems']","['TFT7_Kayn', 1, 'TFT_Item_LocketOfTheIronSolari', 'TFT_Item_LocketOfTheIronSolari', 'TFT_Item_RedBuff']","['TFT7_Volibear', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_IonicSpark', 'TFT_Item_StatikkShiv']","['TFT7_DragonGold', 2, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_Redemption', 'TFT7_Item_ShimmerscaleMogulsMail']","['TFT7_Zoe', 3, 'TFT7_Item_ShimmerscaleCrownOfChampions', 'TFT7_Item_ShimmerscaleGamblersBlade', 'TFT_Item_RabadonsDeathcap']","['TFT7_Yasuo', 1, 'TFT_Item_Bloodthirster', 'TFT7_Item_ShimmerscaleDiamondHands', 'TFT_Item_Deathblade']","['TFT7_Pyke', 2, 'TFT_Item_MadredsBloodrazor', 'TFT_Item_InfinityEdge', 'TFT7_Item_ShimmerscaleEmblemItem']","['TFT7_Soraka', 2, 'TFT7_Item_ShimmerscaleEmblemItem', 'TFT7_Item_ShimmerscaleDravensAxe', 'TFT_Item_GuinsoosRageblade']",,
123,TFT6_Augment_TinyTitans,TFT6_Augment_Recombobulator,TFT7_Augment_PandorasBench,1,"['TFT7_Elise', 2, 'TFT_Item_LocketOfTheIronSolari', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Neeko', 2, 'TFT_Item_IonicSpark', 'TFT_Item_Redemption', 'TFT_Item_HextechGunblade']","['TFT7_DragonPurple', 2, 'TFT_Item_Quicksilver', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Bloodthirster']","['TFT7_Ornn', 2, 'TFT_Item_BrambleVest', 'TFT_Item_Shroud', 'TFT_Item_RedBuff']","['TFT7_Bard', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Pyke', 2, 'noItems', 'noItems', 'noItems']",,,
124,TFT6_Augment_SlowAndSteady,TFT6_Augment_Meditation1,TFT6_Augment_ThrillOfTheHunt2,2,"['TFT7_Vladimir', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Skarner', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Nidalee', 3, 'TFT_Item_LocketOfTheIronSolari', 'noItems', 'noItems']","['TFT7_Nami', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Varus', 3, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_InfinityEdge', 'TFT_Item_SpearOfShojin']","['TFT7_Illaoi', 3, 'TFT_Item_DragonsClaw', 'TFT_Item_Redemption', 'TFT_Item_TitansResolve']","['TFT7_AurelionSol', 2, 'TFT_Item_Morellonomicon', 'TFT7_Item_MageEmblemItem', 'TFT_Item_ArchangelsStaff']",,,
125,TFT6_Augment_LudensEcho2,TFT7_Augment_MageTrait,TFT6_Augment_SecondWind2,7,"['TFT7_Vladimir', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Skarner', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Nami', 3, 'TFT_Item_NeedlesslyLargeRod', 'noItems', 'noItems']","['TFT7_Varus', 2, 'TFT_Item_Bloodthirster', 'noItems', 'noItems']","['TFT7_Illaoi', 2, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_LocketOfTheIronSolari', 'noItems']","['TFT7_AurelionSol', 1, 'TFT_Item_JeweledGauntlet', 'TFT_Item_Quicksilver', 'TFT_Item_SeraphsEmbrace']",,,,
126,TFT6_Augment_ThreesCompany,TFT6_Augment_TinyTitans,TFT7_Augment_RagewingTantrum,2,"['TFT7_Gnar', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ashe', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Shen', 2, 'TFT7_Item_DragonmancerEmblemItem', 'noItems', 'noItems']","['TFT7_Swain', 3, 'TFT_Item_UnstableConcoction', 'TFT_Item_ArchangelsStaff', 'TFT_Item_GuinsoosRageblade']","['TFT7_Neeko', 1, 'TFT_Item_WarmogsArmor', 'TFT_Item_IonicSpark', 'TFT_Item_RedBuff']","['TFT7_Xayah', 2, 'TFT_Item_ZekesHerald', 'TFT_Item_GuardianAngel', 'noItems']","['TFT7_Yasuo', 1, 'TFT_Item_InfinityEdge', 'noItems', 'noItems']","['TFT7_Shyvana', 2, 'TFT_Item_ArchangelsStaff', 'TFT_Item_IonicSpark', 'noItems']",,
127,TFT7_Augment_CavalierEmblem,TFT6_Augment_PortableForge,TFT6_Augment_Ascension,4,"['TFT7_Leona', 1, 'TFT7_Item_CavalierEmblemItem', 'noItems', 'noItems']","['TFT7_Sejuani', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Yone', 2, 'TFT_Item_ZekesHerald', 'noItems', 'noItems']","['TFT7_Lillia', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_TearOfTheGoddess', 'TFT_Item_FrozenHeart']","['TFT7_Nunu', 2, 'TFT_Item_RedBuff', 'TFT4_Item_OrnnRanduinsSanctum', 'TFT_Item_FrozenHeart']","['TFT7_Hecarim', 2, 'TFT_Item_NeedlesslyLargeRod', 'TFT_Item_BrambleVest', 'noItems']","['TFT7_DragonBlue', 2, 'TFT_Item_JeweledGauntlet', 'TFT_Item_InfinityEdge', 'TFT_Item_StatikkShiv']",,,
128,TFT6_Augment_PortableForge,TFT6_Augment_Ascension,TFT7_Augment_PandorasBench,1,"['TFT7_Sejuani', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Qiyana', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_RecurveBow', 'TFT_Item_TitansResolve']","['TFT7_Shen', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Twitch', 2, 'TFT_Item_Chalice', 'TFT7_Item_MysticEmblemItem', 'noItems']","['TFT7_Hecarim', 3, 'TFT_Item_BrambleVest', 'TFT_Item_RedBuff', 'TFT4_Item_OrnnAnimaVisage']","['TFT7_Talon', 3, 'TFT_Item_InfinityEdge', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_UnstableConcoction']","['TFT7_Xayah', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_UnstableConcoction', 'noItems']","['TFT7_Ornn', 1, 'TFT_Item_GiantsBelt', 'noItems', 'noItems']",,
129,TFT6_Augment_SlowAndSteady,TFT6_Augment_Electrocharge1,TFT6_Augment_WindfallPlusPlus,8,"['TFT7_Kayn', 3, 'TFT_Item_FrozenHeart', 'noItems', 'noItems']","['TFT7_Swain', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Volibear', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Xayah', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_BFSword', 'noItems']","['TFT7_DragonGold', 2, 'TFT7_Item_ShimmerscaleMogulsMail', 'TFT_Item_ChainVest', 'noItems']","['TFT7_Yasuo', 1, 'TFT_Item_Bloodthirster', 'TFT7_Item_ShimmerscaleGoldmancersStaff', 'noItems']",,,,
130,TFT7_Augment_EvokerTrait,TFT6_Augment_BlueBattery2,TFT6_Augment_TomeOfTraits1,8,"['TFT7_Tristana', 2, 'TFT7_Item_MysticEmblemItem', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Anivia', 2, 'TFT_Item_SpearOfShojin', 'TFT_Item_ArchangelsStaff', 'TFT_Item_Morellonomicon']","['TFT7_DragonGreen', 1, 'TFT_Item_RedBuff', 'noItems', 'noItems']","['TFT7_Sona', 1, 'TFT_Item_SpearOfShojin', 'TFT_Item_MadredsBloodrazor', 'noItems']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']","['TFT7_TrainerDragon', 4, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,,
131,TFT6_Augment_SecondWind2,TFT6_Augment_MaxLevel10,TFT6_Augment_ThrillOfTheHunt2,3,"['TFT7_Sejuani', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lillia', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Twitch', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Nunu', 2, 'TFT_Item_DragonsClaw', 'TFT_Item_HextechGunblade', 'noItems']","['TFT7_Ryze', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Hecarim', 2, 'TFT_Item_Morellonomicon', 'noItems', 'noItems']","['TFT7_Talon', 2, 'TFT_Item_Bloodthirster', 'TFT_Item_InfinityEdge', 'TFT_Item_Quicksilver']","['TFT7_Yasuo', 2, 'TFT_Item_TitansResolve', 'TFT7_Item_CavalierEmblemItem', 'TFT_Item_HextechGunblade']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']",
132,TFT6_Augment_PortableForge,TFT6_Augment_SecondWind1,TFT6_Augment_JeweledLotus,6,"['TFT7_Heimerdinger', 1, 'noItems', 'noItems', 'noItems']","['TFT7_TahmKench', 2, 'TFT_Item_DragonsClaw', 'TFT4_Item_OrnnDeathsDefiance', 'TFT_Item_WarmogsArmor']","['TFT7_Nami', 2, 'TFT_Item_SpearOfShojin', 'TFT_Item_LocketOfTheIronSolari', 'noItems']","['TFT7_Jinx', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_Redemption', 'TFT_Item_WarmogsArmor', 'noItems']","['TFT7_Corki', 2, 'TFT_Item_HextechGunblade', 'noItems', 'noItems']","['TFT7_Ornn', 2, 'noItems', 'noItems', 'noItems']","['TFT7_TrainerDragon', 2, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",
133,TFT6_Augment_Electrocharge2,TFT6_Augment_TradeSectorPlus,TFT6_Augment_TheGoldenEgg,2,"['TFT7_Karma', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Ezreal', 3, 'TFT_Item_SeraphsEmbrace', 'TFT_Item_ArchangelsStaff', 'TFT_Item_MadredsBloodrazor']","['TFT7_Leona', 2, 'TFT_Item_RedBuff', 'TFT_Item_DragonsClaw', 'TFT_Item_IonicSpark']","['TFT7_Taric', 3, 'TFT_Item_TitanicHydra', 'noItems', 'noItems']","['TFT7_Ashe', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Xayah', 1, 'noItems', 'noItems', 'noItems']","['TFT7_DragonGreen', 2, 'TFT7_Item_SwiftshotEmblemItem', 'TFT_Item_DragonsClaw', 'noItems']","['TFT7_Yasuo', 1, 'noItems', 'noItems', 'noItems']",,
134,TFT7_Augment_BandOfThieves1,TFT7_Augment_Preparation2,TFT6_Augment_ComponentGrabBag,8,"['TFT7_Sett', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Shen', 1, 'TFT_Item_ThiefsGloves', 'TFT_Item_NegatronCloak', 'TFT_Item_RapidFireCannon']","['TFT7_Swain', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Varus', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Xayah', 1, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_UnstableConcoction']","['TFT7_DragonGold', 1, 'TFT7_Item_ShimmerscaleMogulsMail', 'TFT_Item_GargoyleStoneplate', 'noItems']",,,,
135,TFT6_Augment_ThrillOfTheHunt2,TFT6_Augment_Ascension,TFT7_Augment_BestFriends2,3,"['TFT7_Qiyana', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Shen', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_ZekesHerald', 'TFT_Item_ZekesHerald', 'noItems']","['TFT7_DragonPurple', 2, 'TFT_Item_Bloodthirster', 'TFT_Item_TitansResolve', 'TFT_Item_UnstableConcoction']","['TFT7_Ornn', 2, 'TFT7_Item_GuildEmblemItem', 'noItems', 'noItems']","['TFT7_Yasuo', 1, 'TFT_Item_ZekesHerald', 'TFT_Item_SeraphsEmbrace', 'TFT_Item_UnstableConcoction']","['TFT7_Pyke', 1, 'TFT_Item_NegatronCloak', 'TFT_Item_MadredsBloodrazor', 'noItems']",,,
