,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
577,TFT6_Augment_PortableForge,TFT7_Augment_TomeOfTraits2,TFT7_Augment_AstralIntercosmicGifts,6,"['TFT7_Vladimir', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Skarner', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Nidalee', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Nami', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Varus', 3, 'TFT_Item_RapidFireCannon', 'TFT_Item_StatikkShiv', 'noItems']","['TFT7_Illaoi', 2, 'TFT_Item_GargoyleStoneplate', 'TFT4_Item_OrnnEternalWinter', 'noItems']",,,,,
578,TFT6_Augment_PandorasItems,TFT6_Augment_Electrocharge1,TFT7_Augment_PandorasBench,8,"['TFT7_TahmKench', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Jinx', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Corki', 1, 'TFT_Item_LastWhisper', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_MadredsBloodrazor']","['TFT7_Ornn', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Sona', 2, 'TFT_Item_SpearOfShojin', 'TFT_Item_Chalice', 'noItems']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']","['TFT7_TrainerDragon', 1, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,,
579,TFT6_Augment_TinyTitans,TFT6_Augment_JeweledLotus,TFT6_Augment_SecondWind2,7,"['TFT7_Taric', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ashe', 2, 'noItems', 'noItems', 'noItems']","['TFT7_LeeSin', 1, 'TFT_Item_ThiefsGloves', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_MadredsBloodrazor']","['TFT7_Ornn', 1, 'TFT_Item_Morellonomicon', 'noItems', 'noItems']","['TFT7_DragonGold', 1, 'TFT_Item_RedBuff', 'TFT_Item_BrambleVest', 'TFT_Item_DragonsClaw']","['TFT7_Pyke', 1, 'noItems', 'noItems', 'noItems']","['TFT7_AurelionSol', 1, 'TFT_Item_RabadonsDeathcap', 'TFT_Item_InfinityEdge', 'TFT_Item_HextechGunblade']",,,,,
580,TFT7_Augment_AxiomArc1,TFT6_Augment_WindfallPlus,TFT6_Augment_GrandGambler,5,"['TFT7_Sett', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Kayn', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Shen', 2, 'TFT_Item_GargoyleStoneplate', 'noItems', 'noItems']","['TFT7_Swain', 2, 'TFT_Item_GuinsoosRageblade', 'noItems', 'noItems']","['TFT7_Hecarim', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Xayah', 2, 'TFT_Item_UnstableConcoction', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_MadredsBloodrazor']","['TFT7_Shyvana', 2, 'TFT_Item_UnstableConcoction', 'TFT_Item_IonicSpark', 'TFT_Item_Morellonomicon']",,,,,
581,TFT7_Augment_UrfsGrabBag1,TFT6_Augment_ComponentGrabBag,TFT7_Augment_MageEmblem,7,"['TFT7_Vladimir', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Nami', 2, 'TFT_Item_RapidFireCannon', 'TFT_Item_RapidFireCannon', 'noItems']","['TFT7_Lillia', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Ryze', 2, 'TFT_Item_InfinityEdge', 'TFT_Item_JeweledGauntlet', 'TFT_Item_SpearOfShojin']","['TFT7_Sylas', 2, 'TFT_Item_Zephyr', 'TFT_Item_RedBuff', 'noItems']","['TFT7_Ornn', 1, 'TFT7_Item_MageEmblemItem', 'noItems', 'noItems']","['TFT7_Sona', 1, 'TFT7_Item_MageEmblemItem', 'TFT_Item_JeweledGauntlet', 'TFT_Item_InfinityEdge']",,,,
582,TFT6_Augment_SecondWind1,TFT6_Augment_CelestialBlessing2,TFT7_Augment_AstralIntercosmicGifts,1,"['TFT7_Vladimir', 3, 'TFT_Item_Zephyr', 'TFT_Item_LocketOfTheIronSolari', 'TFT_Item_PowerGauntlet']","['TFT7_Nidalee', 3, 'TFT_Item_RapidFireCannon', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_RedBuff']","['TFT7_Nami', 3, 'TFT_Item_Zephyr', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_RedBuff', 'TFT_Item_WarmogsArmor', 'TFT_Item_IonicSpark']","['TFT7_Varus', 3, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_RunaansHurricane', 'TFT_Item_MadredsBloodrazor']","['TFT7_Illaoi', 3, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_WarmogsArmor', 'TFT_Item_BrambleVest']","['TFT7_AurelionSol', 2, 'TFT_Item_RabadonsDeathcap', 'TFT_Item_InfinityEdge', 'TFT_Item_Morellonomicon']",,,,,
583,TFT7_Augment_PandorasBench,TFT6_Augment_ThrillOfTheHunt1,TFT7_Augment_AxiomArc2,8,"['TFT7_Vladimir', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Skarner', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Nidalee', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Varus', 3, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_MadredsBloodrazor', 'noItems']","['TFT7_Illaoi', 2, 'TFT_Item_RedBuff', 'TFT_Item_Redemption', 'TFT_Item_ChainVest']","['TFT7_DragonBlue', 1, 'TFT_Item_ArchangelsStaff', 'TFT_Item_Morellonomicon', 'TFT_Item_JeweledGauntlet']",,,,,,
584,TFT6_Augment_PortableForge,TFT7_Augment_GuardianTrait,TFT7_Augment_DragonmancerEmblem,5,"['TFT7_Sett', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Aatrox', 2, 'TFT7_Item_DragonmancerEmblemItem', 'noItems', 'noItems']","['TFT7_LeeSin', 2, 'TFT_Item_LocketOfTheIronSolari', 'TFT_Item_IonicSpark', 'noItems']","['TFT7_Swain', 2, 'TFT_Item_InfinityEdge', 'TFT_Item_RecurveBow', 'noItems']","['TFT7_Volibear', 2, 'TFT4_Item_OrnnDeathsDefiance', 'TFT_Item_Quicksilver', 'TFT_Item_GuinsoosRageblade']","['TFT7_Xayah', 2, 'TFT_Item_StatikkShiv', 'TFT7_Item_ShimmerscaleDravensAxe', 'TFT_Item_StatikkShiv']","['TFT7_DragonGold', 2, 'TFT_Item_GargoyleStoneplate', 'TFT7_Item_DragonmancerEmblemItem', 'TFT7_Item_ShimmerscaleMogulsMail']",,,,,
585,TFT6_Augment_SalvageBin,TFT6_Augment_Weakspot,TFT6_Augment_CelestialBlessing2,2,"['TFT7_Gnar', 3, 'TFT_Item_LocketOfTheIronSolari', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Anivia', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Neeko', 2, 'TFT_Item_WarmogsArmor', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_MadredsBloodrazor']","['TFT7_DragonGreen', 2, 'TFT_Item_UnstableConcoction', 'TFT_Item_TitansResolve', 'TFT_Item_Bloodthirster']","['TFT7_Sona', 2, 'TFT_Item_Morellonomicon', 'TFT_Item_StatikkShiv', 'TFT_Item_ArchangelsStaff']","['TFT7_Yasuo', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_DragonsClaw', 'TFT_Item_Deathblade']","['TFT7_Bard', 2, 'TFT_Item_StatikkShiv', 'noItems', 'noItems']",,,,
586,TFT6_Augment_Electrocharge3,TFT7_Augment_BandOfThieves1,TFT6_Augment_PortableForge,4,"['TFT7_Karma', 2, 'TFT_Item_RapidFireCannon', 'TFT7_Item_ShimmerscaleDravensAxe', 'TFT7_Item_ShimmerscaleMogulsMail']","['TFT7_Aatrox', 2, 'TFT_Item_TitanicHydra', 'TFT_Item_TitanicHydra', 'noItems']","['TFT7_Kayn', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_Redemption', 'TFT_Item_BrambleVest']","['TFT7_LeeSin', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_ZekesHerald', 'TFT_Item_Quicksilver']","['TFT7_Volibear', 2, 'TFT7_Item_ShimmerscaleGamblersBlade', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Bloodthirster']","['TFT7_DragonGold', 2, 'TFT7_Item_ShimmerscaleHeartOfGold', 'TFT_Item_Redemption', 'TFT4_Item_OrnnAnimaVisage']","['TFT7_Zoe', 1, 'TFT_Item_ThiefsGloves', 'TFT_Item_GuardianAngel', 'TFT_Item_Redemption']",,,,,
587,TFT6_Augment_RichGetRicher,TFT7_Augment_RevelPartyFavors,TFT6_Augment_GrandGambler,5,"['TFT7_Senna', 2, 'noItems', 'noItems', 'noItems']","['TFT7_TahmKench', 2, 'TFT_Item_RedBuff', 'TFT_Item_BrambleVest', 'TFT_Item_TitansResolve']","['TFT7_Jinx', 2, 'TFT_Item_RunaansHurricane', 'TFT_Item_UnstableConcoction', 'noItems']","['TFT7_Shen', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Corki', 2, 'TFT_Item_UnstableConcoction', 'TFT_Item_LastWhisper', 'TFT_Item_RunaansHurricane']","['TFT7_Xayah', 1, 'TFT_Item_RunaansHurricane', 'noItems', 'noItems']","['TFT7_Sona', 2, 'TFT_Item_Morellonomicon', 'noItems', 'noItems']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']",,,
588,TFT6_Augment_SalvageBin,TFT6_Augment_ThriftShop,TFT6_Augment_SecondWind2,4,"['TFT7_Aatrox', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_Bloodthirster', 'TFT_Item_HextechGunblade']","['TFT7_Kayn', 2, 'TFT7_Item_ShimmerscaleDeterminedInvestor', 'noItems', 'noItems']","['TFT7_Swain', 2, 'TFT7_Item_ShimmerscaleGamblersBlade', 'TFT_Item_UnstableConcoction', 'noItems']","['TFT7_Volibear', 2, 'TFT7_Item_ShimmerscaleHeartOfGold', 'noItems', 'noItems']","['TFT7_Xayah', 1, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_MadredsBloodrazor', 'TFT7_Item_ShimmerscaleGoldmancersStaff']","['TFT7_DragonGold', 1, 'TFT_Item_RedBuff', 'TFT_Item_WarmogsArmor', 'noItems']","['TFT7_Zoe', 1, 'TFT_Item_RapidFireCannon', 'noItems', 'noItems']","['TFT7_Yasuo', 1, 'TFT_Item_Bloodthirster', 'TFT_Item_UnstableConcoction', 'noItems']",,,,
589,TFT6_Augment_TinyTitans,TFT6_Augment_Weakspot,TFT7_Augment_DragonmancerInspire,6,"['TFT7_Sett', 3, 'TFT_Item_Deathblade', 'noItems', 'noItems']","['TFT7_Senna', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ashe', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Shen', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Swain', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Hecarim', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Shyvana', 1, 'TFT_Item_BrambleVest', 'TFT_Item_Bloodthirster', 'noItems']",,,,,
590,TFT6_Augment_ThrillOfTheHunt2,TFT7_Augment_CannoneerTrait,TFT7_Augment_CannoneerHotShot,1,"['TFT7_Jinx', 2, 'TFT_Item_LastWhisper', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'TFT_Item_ZekesHerald', 'TFT_Item_PowerGauntlet', 'noItems']","['TFT7_Lulu', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Corki', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Corki', 2, 'TFT_Item_InfinityEdge', 'TFT_Item_Bloodthirster', 'TFT_Item_Quicksilver']","['TFT7_Sona', 2, 'TFT_Item_NeedlesslyLargeRod', 'TFT_Item_GargoyleStoneplate', 'noItems']","['TFT7_DragonGold', 2, 'TFT_Item_Shroud', 'TFT_Item_RedBuff', 'TFT7_Item_ShimmerscaleDiamondHands']","['TFT7_Bard', 1, 'TFT_Item_LocketOfTheIronSolari', 'noItems', 'noItems']","['TFT7_TrainerDragon', 3, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,,
591,TFT6_Augment_TriForce2,TFT7_Augment_Preparation,TFT6_Augment_ComponentGrabBag,3,"['TFT7_Vladimir', 3, 'TFT_Item_LastWhisper', 'TFT_Item_MadredsBloodrazor', 'TFT7_Item_AssassinEmblemItem']","['TFT7_Skarner', 3, 'TFT_Item_GargoyleStoneplate', 'noItems', 'noItems']","['TFT7_Nidalee', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Nami', 3, 'TFT_Item_StatikkShiv', 'TFT_Item_ArchangelsStaff', 'noItems']","['TFT7_Varus', 3, 'TFT_Item_Bloodthirster', 'TFT_Item_RunaansHurricane', 'TFT_Item_GuinsoosRageblade']","['TFT7_Illaoi', 3, 'TFT_Item_GargoyleStoneplate', 'noItems', 'noItems']","['TFT7_AurelionSol', 1, 'TFT_Item_SeraphsEmbrace', 'TFT_Item_Morellonomicon', 'TFT_Item_RabadonsDeathcap']",,,,,
592,TFT6_Augment_BlueBattery2,TFT6_Augment_TriForce3,TFT6_Augment_TargetDummies,7,"['TFT7_Sett', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Karma', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ashe', 2, 'noItems', 'noItems', 'noItems']","['TFT7_LeeSin', 2, 'TFT7_Item_RagewingEmblemItem', 'noItems', 'noItems']","['TFT7_Swain', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_SparringGloves', 'noItems']","['TFT7_Volibear', 2, 'TFT_Item_BrambleVest', 'noItems', 'noItems']","['TFT7_Anivia', 2, 'TFT_Item_RabadonsDeathcap', 'noItems', 'noItems']",,,,,
593,TFT7_Augment_FirstAidKit2,TFT7_Augment_GadgetExpert,TFT7_Augment_MikaelsGift,4,"['TFT7_Vladimir', 3, 'TFT_Item_RedBuff', 'TFT_Item_Quicksilver', 'TFT_Item_RapidFireCannon']","['TFT7_Skarner', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Nidalee', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Nami', 3, 'TFT_Item_RabadonsDeathcap', 'noItems', 'noItems']","['TFT7_Varus', 3, 'TFT_Item_RunaansHurricane', 'TFT_Item_StatikkShiv', 'TFT_Item_MadredsBloodrazor']","['TFT7_Illaoi', 3, 'TFT_Item_LocketOfTheIronSolari', 'TFT_Item_Bloodthirster', 'noItems']","['TFT7_AurelionSol', 2, 'TFT_Item_TitansResolve', 'TFT_Item_InfinityEdge', 'noItems']",,,,,
594,TFT6_Augment_CelestialBlessing2,TFT7_Augment_DragonmancerInspire,TFT7_Augment_DragonmancerEmblem,8,"['TFT7_Karma', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Aatrox', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Ashe', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Swain', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Volibear', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Corki', 1, 'TFT7_Item_ShimmerscaleEmblemItem', 'TFT7_Item_ShimmerscaleGoldmancersStaff', 'TFT7_Item_DragonmancerEmblemItem']","['TFT7_DragonGold', 1, 'TFT7_Item_ShimmerscaleHeartOfGold', 'TFT_Item_WarmogsArmor', 'noItems']",,,,,
595,TFT6_Augment_Weakspot,TFT6_Augment_ThrillOfTheHunt2,TFT7_Augment_JadePenitence,1,"['TFT7_Sett', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Karma', 2, 'TFT_Item_Zephyr', 'noItems', 'noItems']","['TFT7_Gnar', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ashe', 2, 'TFT_Item_Zephyr', 'noItems', 'noItems']","['TFT7_LeeSin', 3, 'TFT_Item_ArchangelsStaff', 'TFT_Item_SeraphsEmbrace', 'noItems']","['TFT7_Swain', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Quicksilver', 'TFT_Item_GuinsoosRageblade']","['TFT7_Volibear', 3, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_IonicSpark', 'TFT_Item_RedBuff']","['TFT7_Hecarim', 2, 'noItems', 'noItems', 'noItems']",,,,
596,TFT6_Augment_CelestialBlessing2,TFT6_Augment_VerdantVeil,TFT7_Augment_UrfsGrabBag1,8,"['TFT7_Sejuani', 1, 'TFT_Item_TitanicHydra', 'noItems', 'noItems']","['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lillia', 2, 'TFT_Item_IonicSpark', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_TitansResolve']","['TFT7_Tristana', 2, 'TFT7_Item_CavalierEmblemItem', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ryze', 2, 'TFT_Item_SpearOfShojin', 'TFT_Item_StatikkShiv', 'TFT_Item_SeraphsEmbrace']","['TFT7_Hecarim', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']","['TFT7_TrainerDragon', 4, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,,
597,TFT6_Augment_PortableForge,TFT7_Augment_PandorasBench,TFT7_Augment_CannoneerRicochet,2,"['TFT7_TahmKench', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Jinx', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'TFT7_Item_MysticEmblemItem', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'TFT_Item_RedBuff', 'TFT_Item_FrozenHeart', 'noItems']","['TFT7_Corki', 3, 'TFT_Item_MadredsBloodrazor', 'TFT_Item_GuardianAngel', 'TFT_Item_SeraphsEmbrace']","['TFT7_Ornn', 2, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_GargoyleStoneplate', 'TFT4_Item_OrnnAnimaVisage']","['TFT7_Sona', 2, 'TFT_Item_SpearOfShojin', 'TFT_Item_JeweledGauntlet', 'TFT_Item_RabadonsDeathcap']","['TFT7_Bard', 2, 'TFT_Item_Quicksilver', 'noItems', 'noItems']","['TFT7_TrainerDragon', 4, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,,
598,TFT7_Augment_BandOfThieves1,TFT6_Augment_FirstAidKit,TFT6_Augment_MaxLevel10,5,"['TFT7_Thresh', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Jinx', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_Chalice', 'TFT_Item_RabadonsDeathcap']","['TFT7_Tristana', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 1, 'TFT_Item_Shroud', 'noItems', 'noItems']","['TFT7_Corki', 2, 'TFT_Item_HextechGunblade', 'TFT7_Item_ShimmerscaleGamblersBlade', 'TFT_Item_MadredsBloodrazor']","['TFT7_Sona', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_RedBuff', 'TFT_Item_InfinityEdge']","['TFT7_DragonGold', 2, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_RedBuff', 'noItems']","['TFT7_Bard', 1, 'TFT_Item_FrozenHeart', 'TFT_Item_GuinsoosRageblade', 'noItems']","['TFT7_TrainerDragon', 2, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,,
599,TFT7_Augment_RagewingTantrum,TFT6_Augment_WindfallPlus,TFT6_Augment_ComponentGrabBag,3,"['TFT7_Sett', 3, 'TFT_Item_Deathblade', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Quicksilver']","['TFT7_Shen', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Swain', 2, 'TFT_Item_HextechGunblade', 'TFT_Item_RabadonsDeathcap', 'noItems']","['TFT7_Hecarim', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Xayah', 2, 'TFT_Item_RunaansHurricane', 'TFT_Item_GuardianAngel', 'TFT_Item_MadredsBloodrazor']","['TFT7_Yasuo', 1, 'TFT_Item_PowerGauntlet', 'noItems', 'noItems']","['TFT7_Shyvana', 1, 'TFT_Item_BrambleVest', 'TFT_Item_FrozenHeart', 'TFT_Item_TitansResolve']",,,,,
600,TFT7_Augment_CannoneerHotShot,TFT7_Augment_CannoneerTrait,TFT6_Augment_CelestialBlessing2,1,"['TFT7_Senna', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Jinx', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'TFT_Item_ZekesHerald', 'TFT_Item_Chalice', 'TFT_Item_InfinityEdge']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Corki', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_InfinityEdge', 'TFT_Item_Quicksilver']","['TFT7_Sona', 2, 'noItems', 'noItems', 'noItems']","['TFT7_DragonGold', 2, 'TFT7_Item_ShimmerscaleMogulsMail', 'TFT_Item_FrozenHeart', 'TFT_Item_Redemption']","['TFT7_Bard', 2, 'TFT_Item_SeraphsEmbrace', 'noItems', 'noItems']","['TFT7_TrainerDragon', 4, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,,
601,TFT7_Augment_UrfsGrabBag2,TFT6_Augment_GrandGambler,TFT7_Augment_ThinkFast,4,"['TFT7_Sett', 3, 'TFT7_Item_MirageEmblemItem', 'TFT_Item_Deathblade', 'TFT_Item_Quicksilver']","['TFT7_Shen', 2, 'TFT_Item_LocketOfTheIronSolari', 'noItems', 'noItems']","['TFT7_Swain', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Hecarim', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Xayah', 2, 'TFT_Item_MadredsBloodrazor', 'noItems', 'noItems']","['TFT7_Yasuo', 1, 'TFT_Item_TitansResolve', 'TFT_Item_UnstableConcoction', 'TFT_Item_RapidFireCannon']","['TFT7_Shyvana', 2, 'TFT_Item_DragonsClaw', 'TFT_Item_BrambleVest', 'TFT_Item_Morellonomicon']",,,,,
602,TFT7_Augment_RevelTrait,TFT6_Augment_CelestialBlessing2,TFT6_Augment_VerdantVeil,3,"['TFT7_TahmKench', 3, 'TFT_Item_TitanicHydra', 'TFT_Item_DragonsClaw', 'TFT_Item_TitanicHydra']","['TFT7_Nami', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Jinx', 3, 'TFT_Item_GuardianAngel', 'TFT_Item_Shroud', 'TFT_Item_GuinsoosRageblade']","['TFT7_Corki', 2, 'TFT_Item_SpearOfShojin', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_UnstableConcoction']","['TFT7_Ornn', 1, 'TFT_Item_Morellonomicon', 'noItems', 'noItems']","['TFT7_Sona', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Zoe', 1, 'noItems', 'noItems', 'noItems']","['TFT7_AoShin', 1, 'noItems', 'noItems', 'noItems']",,,,
603,TFT6_Augment_CelestialBlessing2,TFT6_Augment_JeweledLotus,TFT7_Augment_RagewingEmblem,5,"['TFT7_Sett', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Shen', 1, 'noItems', 'noItems', 'noItems']","['TFT7_LeeSin', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Swain', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Hecarim', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Xayah', 1, 'TFT_Item_InfinityEdge', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_MadredsBloodrazor']","['TFT7_Ornn', 2, 'TFT7_Item_RagewingEmblemItem', 'TFT_Item_Morellonomicon', 'TFT_Item_DragonsClaw']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']",,,,
604,TFT6_Augment_LudensEcho1,TFT6_Augment_Ascension,TFT7_Augment_AstralTrait,7,"['TFT7_Vladimir', 3, 'TFT_Item_BrambleVest', 'TFT_Item_GargoyleStoneplate', 'noItems']","['TFT7_Skarner', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Nidalee', 3, 'TFT_Item_UnstableConcoction', 'TFT_Item_LastWhisper', 'TFT_Item_InfinityEdge']","['TFT7_Nami', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Varus', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Illaoi', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Zoe', 1, 'TFT_Item_SeraphsEmbrace', 'TFT_Item_SpearOfShojin', 'noItems']",,,,,
605,TFT6_Augment_CyberneticUplink1,TFT6_Augment_CelestialBlessing1,TFT7_Augment_TempestEyeOfTheStorm,7,"['TFT7_Ezreal', 2, 'TFT_Item_JeweledGauntlet', 'TFT_Item_SpearOfShojin', 'TFT_Item_ArchangelsStaff']","['TFT7_Ashe', 2, 'TFT_Item_Morellonomicon', 'noItems', 'noItems']","['TFT7_Qiyana', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ornn', 1, 'TFT_Item_WarmogsArmor', 'TFT_Item_DragonsClaw', 'noItems']","['TFT7_Soraka', 1, 'TFT_Item_GuinsoosRageblade', 'noItems', 'noItems']","['TFT7_TrainerDragon', 1, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,,
606,TFT7_Augment_AxiomArc2,TFT6_Augment_TinyTitans,TFT6_Augment_MaxLevel10,3,"['TFT7_Karma', 2, 'TFT_Item_NeedlesslyLargeRod', 'noItems', 'noItems']","['TFT7_Ezreal', 3, 'TFT_Item_ArchangelsStaff', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_MadredsBloodrazor']","['TFT7_Leona', 3, 'TFT_Item_BrambleVest', 'TFT_Item_DragonsClaw', 'TFT_Item_GargoyleStoneplate']","['TFT7_Taric', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ashe', 3, 'TFT_Item_ZekesHerald', 'TFT_Item_ZekesHerald', 'noItems']","['TFT7_LeeSin', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_TearOfTheGoddess', 'TFT_Item_GuardianAngel']","['TFT7_DragonGreen', 2, 'TFT_Item_MadredsBloodrazor', 'TFT_Item_RunaansHurricane', 'TFT_Item_BrambleVest']",,,,,
607,TFT6_Augment_GrandGambler,TFT6_Augment_Weakspot,TFT6_Augment_ForceOfNature,3,"['TFT7_Lillia', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Shen', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Braum', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Olaf', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_TitansResolve', 'TFT_Item_Bloodthirster']","['TFT7_Sylas', 2, 'TFT_Item_PowerGauntlet', 'TFT_Item_LocketOfTheIronSolari', 'noItems']","['TFT7_Diana', 3, 'TFT_Item_FrozenHeart', 'TFT_Item_TitansResolve', 'TFT_Item_RedBuff']","['TFT7_Ornn', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Zoe', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Yasuo', 2, 'noItems', 'noItems', 'noItems']",,,
